paperId,title,year,pdf_url,motivation_free_txt,motivations,datasets,emotions
571c6d8a10c0cb11724f20b18e65aa67a58a28bc,Robust speech recognition using inter-speaker and intra-speaker adaptation,2002,,"However, in spontaneous speech or in other styles of speech, the intra-speaker variation of acoustic features comes larger, degrading the performance of speech recognition a lot. ...To improve recognition performance for speech other than calmly read one, the issue of intra-speaker variation should be addressed.",['Prior work'],['Custom collected for this work'],"['Angry', 'Other or Unspecified', 'Sad', 'Neutral']"
e25c3160fa98ee7400683ebee16358c4adc74360,Speech interaction with an emotional robotic dog,2008,https://www.isca-archive.org/interspeech_2008/jones08_interspeech.html,"Entertainment robots have found there way into the home.
Most common are robot pets [1] that can be controlled
remotely or programmed with simple actions [2]. In the 2004
film I, Robot, an android called Sonny interrupts a row
between the main characters, saying Excuse me. I note there
are elevated stress patterns in your speech. Although much of
the autonomous intelligence and abilities for complex
communications may be some way off for consumer robots,
recognising stress and emotion in the human voice is possible.
Acoustic emotion recognition [3] or voice stress analysis [4]
offers a range of commercial benefits. Call centres can track
the conversations between callers and agents for emotive
events to help agents better support caller frustrations, aid
agent training and detect fraudulent insurance claims [5]. Incar systems can recognise driver emotion and react to drowsy or angry drivers to help them drive more safely [6-7].
Computer games can recognise player emotion and adapt game
play to maintain active engagement without stressing the
player with over challenging game play [8-9].","['Call center / call screening', 'Other', 'Responsive bots: car voice assistants', 'Video Games, Toys, Entertainment', 'Lie detection']",['Custom collected for this work'],"['Happy', 'Boredom', 'Sad', 'Surprised', 'Angry', 'Other or Unspecified', 'Excited', 'Fearful', 'Frustrated']"
e856f4a5609b676e15fffd82487dc04dc17b9a09,Balancing spoken content adaptation and unit length in the recognition of emotion and interest,2008,https://opus.bibliothek.uni-augsburg.de/opus4/files/76685/vlasenko08_interspeech.pdf,"Detecting non-lexical or paralinguistic cues from speech is one of the major challenges in the development of usable human machine interfaces (HMI). Notable among these cues are the universal categorical emotional states (e.g. anger, boredom, disgust, fear, joy, neutral, sadness, etc.) and/or level of interest (neutrality, interest, curiosity), prevalent in day-to-day scenarios. Knowing such emotional states and/or levels of interest can help adjust system responses so that the user of such a system can be more engaged and have a more effective interaction with the system.",['Responsive bots: other HCI systems'],"['EMO-DB', 'SUSAS']","['Angry', 'Boredom', 'Disgusted', 'Fearful', 'Joy', 'Neutral', 'Sad', 'Stressed']"
06885af16f856ea5513026850dbb91c13d5c0dde,Processing affected speech within human machine interaction,2009,https://www.isca-archive.org/interspeech_2009/vlasenko09_interspeech.html,"The importance of human behavior based dialog strategies in
human machine interaction (HMI) lies in existing limitations
of automatic speech recognition technology. Current state-ofthe-art Automatic Speech Recognition (ASR) approaches still
cannot deal with flexible, unrestricted user’s language and emotional prosody colored speech[1]. Therefore, problems caused
by misunderstanding a user who refuses to follow a predefined,
and usually restricting, set of communicational rules seems to
be inevitable.
In the domain of human-machine interaction [2], we witness the rapid increase of research interest in affected user behavior. However, some aspects of affected user behavior during
HMI still turns out to be a challenge for developers of Spoken
Dialog Systems (SDS).",['Responsive bots: other HCI systems'],"['Kiel Corpus of Read Speech', 'EMO-DB', 'FAU Aibo Emotion Corpus']","['Angry', 'Other or Unspecified', 'Neutral', 'Joy']"
e34305120d7eef2f8cf24e44d95dc38b44f5c788,Evaluating evaluators: a case study in understanding the benefits and pitfalls of multi-evaluator modeling,2009,https://www.isca-archive.org/interspeech_2009/mower09_interspeech.html,"""These models could lead to computer agents and robots that more naturally and functionally blend into human society""",['Responsive bots: other HCI systems'],['IEMOCAP'],"['Angry', 'Happy', 'Sad', 'Neutral', 'Valence or sentiment', 'Arousal/Activation']"
c8de7c60c4ade1af1023127dd060be1a02147215,Domain adaptation and compensation for emotion detection,2010,https://www.isca-archive.org/interspeech_2010/sanchez10_interspeech.html,"""we are interested in predicting the emotional status of 911 emergency-hotline
callers""",['Call center / call screening'],['Custom collected for this work'],"['Fearful', 'Sad', 'Neutral']"
78e838bcd2268260ddce6be6db4907df6f29f04f,Data-driven generation of text balloons based on linguistic and acoustic features of a comics-anime corpus,2014,https://www.isca-archive.org/interspeech_2014/matsumiya14_interspeech.html,"Most automatic speech recognition systems existing today are still limited to recognizing what is being said, without being concerned with how it is being said. On the other hand, research on emotion recognition from speech has recently gained considerable interest, but how those emotions could be expressed in text-based communication has not been widely investigated. Our long-term goal is to construct expressive speech-to-text systems that conveys all information from acoustic speech, including verbal message, emotional state, speaker condition, and background noise, into unified text-based communication. In this preliminary study, we start with developing a system that can convey emotional speech into text-based communication by way of text balloons. As there exist many possible ways to generate the text balloons, we propose to utilize linguistic and acoustic features based on comic books and anime films. Experimental results reveal that expressive text is more preferable than static text, and the system is able to estimate the shape of text balloons with 87.01% accuracy.",['Other'],['Custom collected for this work'],"['Angry', 'Sad', 'Happy', 'Fearful', 'Neutral']"
994217e31e6321fa247537100d3598da8ea6786a,A New Evaluation Methodology for Speech Emotion Recognition With Confidence Output,2014,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6926050,"An emotion conveys important information to comprehend the meaning of an utterance expressed by a person [1]. This can be seen among other things in the fact that vocal emotions can be comprehended by young children even before they can understand words [2]. As a consequence, speech emotion recognition receives more and more attention to improve the performance of human-machine communication in recent years [1].",['Responsive bots: other HCI systems'],['EMO-DB'],"['Fearful', 'Disgusted', 'Happy', 'Boredom', 'Neutral', 'Sad', 'Angry']"
8b4e77a70ed4b3587a5e8f9c736d94544762e257,System supporting speaker identification in emergency call center,2015,https://www.isca-archive.org/interspeech_2015/gaka15_interspeech.pdf,"To get help in emergency situations, we usually call a publicsafety answering point (PSAP) in the first place. This essential
service has to be very fast and as reliable as possible given current technology capabilities. ",['Call center / call screening'],['Custom collected for this work'],"['Angry', 'Stressed', 'Neutral']"
171777316ca28e5bd8abea06bc451008ff1b849d,Predicting Arousal and Valence from Waveforms and Spectrograms Using Deep Neural Networks,2018,https://www.isca-archive.org/interspeech_2018/yang18c_interspeech.html,"""In recent years, increasing attention has been given to the study of the emotional content in speech signals, and many systems have been proposed for automatic emotion recognition in speech.""",['Prior work'],"['RECOLA', 'includes AVEC 2012']","['Valence or sentiment', 'Arousal']"
cea07906fa0d9a2710ed3b1fb44d43e4a65f2c06,A Cross-Corpus Study on Speech Emotion Recognition,2019,https://arxiv.org/pdf/2207.02104.pdf,"However, the majority of this cross-corpus work has been
cross-lingual and occasionally both cross-lingual and crossage. In the past this has been arguably necessary given the
sparsity of emotional databases. But now with the introduction of larger datasets, such as the MOSEI database which
has around 65 hours of natural emotion data [20], more effort can be put on cross-corpus research focussing on a single
language and a single age group.",['Prior work'],"['eNTERFACE', 'RAV', 'IEMOCAP', 'MOSEI']","['Angry', 'Happy', 'Sad', 'Surprised', 'Disgusted', 'Fearful', 'Neutral', 'Frustrated', 'Excited', 'Calm', 'Other or Unspecified']"
8efcf96dcb93f992025e5cb5ad9d72b1e1795481,CycleGAN-Based Emotion Style Transfer as Data Augmentation for Speech Emotion Recognition,2019,https://www.isca-archive.org/interspeech_2019/bao19_interspeech.html,Automatic speech emotion recognition (SER) is an important and rapidly growing research field with great potential to improve naturalistic voice-based human-computer interfaces,['Responsive bots: other HCI systems'],"['IEMOCAP', 'MSP-IMPROV', 'release 2']","['Angry', 'Happy: Happy + Excited', 'Sad', 'Neutral']"
5a72ea19ac47f5cb3d049cc7356e4f644e46c86c,Deep Learning of Segment-Level Feature Representation with Multiple Instance Learning for Utterance-Level Speech Emotion Recognition,2019,,"Especially in the field of human-machine interaction (HCI), growing interest can be observed in recent years. In addition, the detection of lies, monitoring of call centers and medical diagnoses are often claimed as promising application scenarios for speech emotion recognition.","['Healthcare (Mental health)', 'Call center / call screening', 'Lie detection']","['IEMOCAP', 'CASIA']","['Sad', 'Neutral', 'Angry', 'Fearful', 'Happy', 'Surprised']"
269906a5bf303780a7f5060e4da8dc9cd28dd5e1,Feature Selection Based Transfer Subspace Learning for Speech Emotion Recognition,2020,https://ieeexplore.ieee.org/document/8276251/,"In affective computing field, emotion recognition from speech plays a very important role, and has received much attention over the past few decades. Speech emotion recognition aims to recognize emotions from speech into the following categories, e.g., neutral, happiness, sadness and surprise [1]. It has been proven useful in many applications which require human-machine interaction, e.g., in-car board system, diagnostic tool for therapists, automatic translation systems, computer tutorial applications [1], [2], [3]","['Healthcare (Mental health)', 'Other', 'Responsive bots: voice assistants', 'Education, Tutoring']","['EMO-DB', 'eNTERFACE', 'FAU Aibo Emotion Corpus']","['Angry', 'Boredom', 'Disgusted', 'Fearful', 'Happy', 'Sad', 'Surprised']"
6460db30997412afb41e1e3a2286606eddcf3ee0,Does Visual Self-Supervision Improve Learning of Speech Representations for Emotion Recognition?,2020,https://arxiv.org/pdf/2005.01400.pdf,"Intro: ""Deep neural networks trained in a supervised manner are a popular contemporary choice for various speech related tasks such as automatic speech recognition (ASR), emotion recognition and age/gender recognition. However they are a double-edged sword by virtue of providing extremely good performance given that large scale annotated data is available, which is usually expensive""
RW: ""Audiovisual emotion recognition has also seen a significant amount of recent research efforts. Automatic affect recognition has a variety of applications in various fields; from detecting depression [41], to more emotionally relevant advertising [42], [43], [44].""","['Healthcare (Mental health)', 'Other']","['CREMA-D', 'RECOLA', 'RAV', 'SEWA', 'IEMOCAP']","['Angry', 'Fearful', 'Disgusted', 'Happy', 'Sad', 'Neutral', 'Calm', 'Surprised', 'Arousal/Activation', 'Valence or sentiment']"
f6b80025294415c9a0dd760387cf1c34e465058a,"ADVISER: A Toolkit for Developing Multi-modal, Multi-domain and Socially-engaged Conversational Agents",2020,https://www.aclweb.org/anthology/2020.acl-demos.31.pdf,"""Dialog systems or chatbots, both text-based and multi-modal, have received much attention in recent years, with an increasing number of dialog systems in both industrial contexts such as Amazon Alexa, Apple Siri, Microsoft Cortana, Google Duplex, XiaoIce...The purpose we envision for dialog systems developed using our toolkit is not the same as the objective of a social chatbot such as XiaoIce (Zhou et al., 2018). Rather than promoting “an AI
companion with an emotional connection to satisfy the human need for communication, affection, and social belonging” (Zhou et al., 2018), ADVISER helps develop dialog systems that support users in efficiently fulfilling concrete goals, while at the same time considering social signals such as emotional states and engagement levels so as to remain friendly and likeable.""","['Responsive bots: voice assistants', 'Social Companion bots']",['IEMOCAP'],"['Angry', 'Happy', 'Sad', 'Neutral', 'Arousal/Activation', 'Valence or sentiment']"
5300c2b50ae776488bd773ccdf4924fba5cd8867,"Deep Architecture Enhancing Robustness to Noise, Adversarial Attacks, and Cross-corpus Setting for Speech Emotion Recognition",2020,https://opus.bibliothek.uni-augsburg.de/opus4/files/90748/latif20b_interspeech.pdf,"""Despite the significant progress in Speech Emotion Recognition
(SER) through Deep Neural Networks (DNNs), SER systems
still perform poorly in noisy environments [1, 2], and when the
imperceptible adversarial perturbation is added to test examples
[3]""

The performance of state-of-the-art SER also degrades in the cross-corpus setting when an acoustic mismatch between training and testing exists [4]. This shows that SER systems lack robustness and generalisation which makes them susceptible to unknown test data shifts.",['Prior work'],"['IEMOCAP', 'MSP-IMPROV', 'DEMAND']","['Angry', 'Neutral', 'Sad', 'Happy: Happy + Excited']"
5c6942e94661dd67933c660b3661e9e5cb26ccbd,A Multi-Scale Fusion Framework for Bimodal Speech Emotion Recognition,2020,https://www.isca-archive.org/interspeech_2020/chen20b_interspeech.html,"Recent years have witnessed significant advances in the artificial intelligence field, the human-computer interaction (HCI), which is an important part, is being performed through a variety of softwares, smart devices and so on. Understanding user intention is an essential factor in enriching user experience and it has become a hot topic in both research and industry areas. Just as people communicate with each other, speech plays a crucial role in capturing the explicit content messages and even the underlying intentions. That is because speech contains rich linguistic and para-linguistic information conveys the implicit information such as emotions [1].",['Responsive bots: other HCI systems'],['IEMOCAP'],"['Happy: Happy + Excited', 'Neutral', 'Angry', 'Sad']"
54cd75e17690e051fcac3ee0503ea35be406efa5,An Attribute-Aligned Strategy for Learning Speech Representation,2021,,"The first is privacy due to concerns of sensitive information leakage: for example, users may not expect to disclose their identity information while using a speech emotion recognition (SER) system; on the other hand, users may not wish to share their emotional condition when being assessed by a speaker recognition (SR) system. Moreover, the collective social norm would create unwanted and often detrimental self-exaggerated issues around equality, e.g., unfair biases toward gender types [6] or race [7], when using data-driven approaches for speech technology. Speech is an informative signal which contains personal sensitive attributes by nature; hence developing appropriate methods either to protect privacy information, such as identity and emotion, or to mitigate the undesired biases, like gender and race, is critical in the current era.",['Prior work'],['MSP-Podcasts'],"['Neutral', 'Angry', 'Sad', 'Happy', 'Disgusted']"
969d8d2742b945cbbc56099a2ee9c67216c107e3,A Novel Markovian Framework for Integrating Absolute and Relative Ordinal Emotion Information,2021,https://arxiv.org/pdf/2108.04605.pdf,"Speech is one of the most natural form of human communication and a key modality through with emotions are expressed. Consequently, speech emotion recognition (SER) has received increasing interest within the speech processing and Human-Computer Interaction research communities [1-4]",['Prior work'],"['RECOLA', 'IEMOCAP']","['Arousal/Activation', 'Valence or sentiment']"
6d54bbf5e23f1c6fe14c09962bbe40f3c0c0c52b,Exploration of a Self-Supervised Speech Model: A Study on Emotional Corpora,2022,https://www.pure.ed.ac.uk/ws/files/305860313/SLT_2022_final.pdf,"""With these questions in mind, we study wav2vec 2.0 [17] on emotional corpora, demonstrating how this type of selfsupervised model can be explored for downstream tasks.""",['Prior work'],"['IEMOCAP', 'RAV']","['Angry', 'Happy: Happy + Excited', 'Neutral', 'Happy', 'Calm', 'Sad', 'Fearful', 'Surprised', 'Disgusted']"
5c08a6a21716a3daca70f7a5b040656466549643,Learning Continuous Facial Actions From Speech for Real-Time Animation,2022,https://ieeexplore.ieee.org/document/9186776/,"""Nowadays when some aspects of life are intertwined with the virtual world, it is increasingly important for the computer to understand not only what the human wants but also how the human “feels”, via their facial expressions, so that the machine is able to produce a meaningful, pleasant feedback.""
""Furthermore, the audio recording carries not only the contextual sound units (phonemes), but also emotions of the speaker reflected in speed or intensity of her speech. Hence, it is beneficial for the computer to comprehend emotional states of the speaker, for instance, to make a joke when it perceives the user is happy, in an imaginary mutual human-machine conversation.""",['Responsive bots: other HCI systems'],"['RAV', 'SAVEE', 'VidTIMIT', 'GRID', 'GEMEP']","['Neutral', 'Calm', 'Happy', 'Sad', 'Angry', 'Fearful', 'Surprised', 'Disgusted']"
59e35539a085052df0e8eb61a2b7e79b84ef2981,End-to-End Label Uncertainty Modeling in Speech Emotion Recognition using Bayesian Neural Networks and Label Distribution Learning,2022,,"In the context of reliability in real-world applications, SER systems not only need to model ground-truth labels but also account for the subjectivity inherent in these labels [2], [8]",['Prior work'],"['AVEC’16', 'MSP-Conversation']","['Valence or sentiment', 'Arousal']"
0831fec02f37b327198bdbaa6c7de8f0c63f207d,Music Theory-Inspired Acoustic Representation for Speech Emotion Recognition,2023,https://ieeexplore.ieee.org/document/10163251/,"Research on emotion recognition can advance many applications, like distance education [30], social robots [31], video games[32], affective mirrors[33], and many others[34].","['Other', 'Social Companion bots', 'Video Games, Toys, Entertainment', 'Education, Tutoring']",['IEMOCAP'],"['Neutral', 'Happy: Happy + Excited', 'Sad', 'Angry', 'Valence or sentiment', 'Arousal/Activation', 'Dominance']"
4767943db0c3526a16b2e18c5338233e5a07c229,Achieving Fair Speech Emotion Recognition via Perceptual Fairness,2023,https://ieeexplore.ieee.org/document/10094984/,"""Emotion AI is a fast-developing contemporary technology, and the inclusion of a speech emotion recognition (SER) module enables machines to intelligently interact with humans [1, 2].""",['Responsive bots: other HCI systems'],['IEMOCAP'],"['Neutral', 'Happy', 'Angry', 'Frustrated', 'Sad']"
f278036c2546252222c2e8df454b2cd45789a9e6,What is Learnt by the LEArnable Front-end (LEAF)? Adapting Per-Channel Energy Normalisation (PCEN) to Noisy Conditions,2023,https://arxiv.org/pdf/2404.06702,"""To investigate what is learnt by LEAF, we train LEAF on three of the tasks where its performance has been perviously reported: emotion recognition, keyword spotting, and language identification [6]. The tasks were chosen to represent a range of speech processing applications as well as prediction accuracies ranging from quite high to somewhat low (refer Table 1).""",['Prior work'],['CREMA-D'],['Other or Unspecified']
